Timestamp,Are currently employed?,What industry do you work in?,What is your current role or job title?,How many years of professional experience do you have?,Are there any Gen AI tools approved by your organization? ,"Do you use any generative AI tools for professional tasks? (e.g., ChatGPT, Copilot, Google Gemini, Claude)",Which Gen AI tool do you use?,How frequently do you use GenAI tools in your professional tasks?,Gen AI tools are very important for my professional tasks,Integrate Gen AI with other technologies related to it.,Learn to use unfamiliar Gen AI tools.,Use Gen AI for simple tasks.,Use Gen AI for complex tasks.,Become skillful using Gen AI.,Find support for problems that are beyond my abilities to solve using Gen AI.,Show people around me how to use it.,I am a better worker with the use of Gen AI.,I feel personally connected to the Gen AI tools I use in my work.,Please describe two or three work-related tasks you used Gen AI for.,How does it make you feel to report that you used Gen AI for work-related tasks?,I often find myself turning to GenAI as my first step in tackling professional problems.,"Considering my relationship with Gen AI, it has become something I often rely on.",I feel more confident making decisions at work when I use GenAI,I know how to use GenAI tools to improve the quality of my work related tasks.,My peers at work approve my use of Gen AI.,My manager at work supports my use of Gen AI.,People around me don't show disapproval regarding the use of Gen AI at work,What is your age group?,What is your gender?,What is your highest level of education completed?,What is your country of residence?
6/22/2025 13:35:52,Yes,IT / Tech,Application support team leader ,8–15 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),A few times a month,5,5,3,5,5,5,5,5,5,5,"Formal emails
Sql commands
Writing Reports",Confident ,5,5,5,5,3,5,5,36-45,Female,Master’s degree,Saudi Arabia
6/22/2025 13:48:03,Yes,IT / Tech,Data Engineer,8–15 years,"ChatGPT (OpenAI), Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Microsoft Copilot, GitHub Copilot",Daily,5,5,5,5,5,5,5,5,5,5,Everything in my life and all my daily task I use AI ,Professional ,5,5,5,5,5,5,5,26-35,Male,Bachelor’s degree,Saudi Arabia
6/22/2025 18:03:23,Yes,Healthcare,Pharmacist,8–15 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),A few times a month,1,4,5,4,4,4,4,4,3,3,Searching for new drugs use and interactions that i don't know,Neutral ,3,3,3,4,3,3,4,26-35,Male,Bachelor’s degree,Saudi Arabia
6/22/2025 20:28:21,Yes,Consulting,Site Electrical Engineer,1–3 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard)",Yes,ChatGPT (OpenAI),A few times a week,1,3,3,5,3,1,1,3,5,5,"1. Writing and rephrasing emails and reports.

2. Preparing technical documents like proposals and specifications.

3. Analyzing data and writing simple automation scripts.
","It feels efficient and empowering. Using Gen AI helps get things done faster, with more clarity, and improves the quality of communication and documentation. It’s a smart tool, not a shortcut",1,3,2,5,3,1,3,26-35,Male,Bachelor’s degree,Saudi Arabia
6/23/2025 9:20:51,Yes,IT / Tech,Solution Architect ,More than 15 years,"ChatGPT (OpenAI), Microsoft Copilot",Yes,"ChatGPT (OpenAI), Microsoft Copilot",A few times a week,4,4,5,2,5,4,4,5,3,1,To confirm network design or upgrade current design ,Normal because companies know that AI will help the company ,1,2,3,4,5,5,5,36-45,Male,Master’s degree,Saudi Arabia
6/22/2025 13:10:39,Yes,IT / Tech,CTO IN GLASFASER FIRMA,8–15 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),A few times a week,5,3,2,3,4,4,4,4,5,5,Anything related to my work need AI ,Satisfaction ,3,4,4,4,5,4,3,26-35,Male,Master’s degree,Sudan
6/22/2025 13:26:28,Yes,"Education / Academia, Consulting",Water Engineer,4–7 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),Daily,1,4,4,5,5,4,5,3,4,4,"Brainstorming, Analysis, validation ",Updated and tech-skilled,4,3,3,4,4,5,5,26-35,Female,Master’s degree,Sudan
6/22/2025 14:25:21,Yes,"IT / Tech, Consulting",Senior IT ,4–7 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard), Claude (Anthropic), Microsoft Copilot, Midjourney, GitHub Copilot, Stable diffusion, comfy Ui , gpt4all, ooga boga webui",Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Claude (Anthropic), Microsoft Copilot, Midjourney, GitHub Copilot",Daily,5,4,3,3,4,4,4,3,5,5,"Idea storming, problem solving, create manual for dummies ","I feel its like using a calculator in math exam, some may consider it cheating while others normalise it",3,3,3,3,3,2,3,26-35,Male,Bachelor’s degree,Sudan
6/22/2025 16:28:02,Yes,"IT / Tech, Non ",Program coordinator ,4–7 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard)",Yes,ChatGPT (OpenAI),Daily,2,3,4,5,4,3,3,5,4,5,.,.,3,3,3,3,3,3,3,18-25,Male,Bachelor’s degree,Sudan
6/22/2025 17:48:06,Yes,IT / Tech,Software engineer,4–7 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard), Claude (Anthropic), Microsoft Copilot, Midjourney, GitHub Copilot",Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), GitHub Copilot",Daily,5,4,5,5,5,5,5,4,5,2,Build a JWT based authentication service that integrates with LDAP. Write a feature description document to submit to QA for testing. Build custom UI components with native js. ,"I don’t have to report that, I feel good about it, it demonstrates I have a new skill that improves my work quality and productivity. ",4,5,5,5,5,5,5,26-35,Prefer not to say,Bachelor’s degree,Sudan
6/22/2025 18:16:28,Yes,Healthcare,Dentist ,4–7 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),Daily,1,,5,5,3,3,4,3,5,5,"Dryg interaction, check noramal average, diagnosis ",I don't report that,5,4,5,5,3,,,26-35,Female,Master’s degree,Sudan
6/21/2025 19:19:02,Yes,Research,Senior Researcher,8–15 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard), Claude (Anthropic), Microsoft Copilot, Midjourney, GitHub Copilot, Consensus",Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Claude (Anthropic), Microsoft Copilot, Midjourney, GitHub Copilot, Consensus",Daily,5,5,5,3,5,5,5,5,4,4,"For summarising research documents, and for creating reports",I am completely okay with everyone knowing that,3,3,4,5,3,3,3,26-35,Male,Doctorate (PhD or equivalent),Turkey
6/22/2025 15:53:10,Yes,Export Sales Development ,Export Sales Specialist ,1–3 years,We do not have any officially approved AI tools but ChatGPT is widely used by employees within our organisation.,Yes,ChatGPT (OpenAI),Daily,1,3,4,5,5,5,5,5,5,5,Preparing sales contracts and promotional emails,"I will be happy to disclose this fact, nothing to be ashamed of, in fact it proves that I employ all tools at hand effectively to get my job done.",5,5,5,5,5,5,5,26-35,Male,Master’s degree,Turkey
6/22/2025 13:34:56,Yes,Finance / Banking,Tech lead ,8–15 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Claude (Anthropic), Microsoft Copilot, Midjourney",Daily,3,4,3,2,5,4,5,5,5,4,"* Drafting and Refining Communications: 
I use Gen AI to help draft and improve emails, reports, and formal communication. It assists with grammar, tone, and clarity, helping me save time while ensuring professional quality.
* Data Analysis and Summarization: 
I use Gen AI to summarize large documents or datasets, making it easier to extract key insights quickly—especially useful for reviewing reports, policies, or research.
* Idea Generation and Problem Solving: 
I often use Gen AI to brainstorm solutions, generate ideas for process improvements, or explore different approaches to a challenge. It’s a helpful starting point for innovation and critical thinking.
",Using Gen AI for work-related tasks makes me feel empowered and efficient. It allows me to handle repetitive or time-consuming tasks more quickly.,2,5,4,5,5,5,4,46-55,Male,Bachelor’s degree,Uganda
6/22/2025 12:53:20,Yes,Education / Academia,English Language Teacher ,4–7 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard)",Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Deepseek ",A few times a week,2,5,5,4,5,5,5,3,3,5,"Prepare lessons and homeworks, measuring result of the students",Fine by me,3,4,3,5,5,5,3,26-35,Male,Bachelor’s degree,United Arab Emirates
6/22/2025 13:17:49,Yes,IT / Tech,Senior Software Engineer ,8–15 years,"ChatGPT (OpenAI), Claude (Anthropic), GitHub Copilot",Yes,"ChatGPT (OpenAI), Claude (Anthropic)",Daily,3,3,3,2,4,3,3,5,4,4,"Find solutions for my work, fix bug of code، ",It's normal to do that ,3,4,4,4,4,5,5,26-35,Male,Master’s degree,United Arab Emirates
6/22/2025 13:35:10,Yes,IT / Tech,Business Analyst ,4–7 years,"ChatGPT (OpenAI), Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Manus",Rarely,2,4,5,4,4,4,4,4,5,4,"Enhance email, help in the plan,ideas",Good,4,4,4,4,4,4,4,26-35,Male,Bachelor’s degree,United Arab Emirates
6/22/2025 14:06:26,Yes,IT / Tech,Software engineer,8–15 years,"Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Microsoft Copilot, GitHub Copilot",Daily,5,5,5,5,5,5,5,5,5,5,Automation testing ,I can do this ,5,5,5,5,5,5,5,26-35,Female,Master’s degree,United Arab Emirates
6/22/2025 14:16:01,Yes,IT / Tech,DevOps Lead,4–7 years,Microsoft Copilot,Yes,Microsoft Copilot,A few times a week,4,4,4,5,5,5,3,5,3,1,"Drafting scripts, rewriting emails","Neutral, AI won't create engineers out of nothing",1,1,1,3,5,5,5,26-35,Male,Bachelor’s degree,United Arab Emirates
6/22/2025 14:28:20,Yes,IT / Tech,Retail Solution Specialist,More than 15 years,"Microsoft Copilot, GitHub Copilot",Yes,"Microsoft Copilot, GitHub Copilot",A few times a month,1,4,3,5,4,4,4,5,5,5,"Fleet Solution, Telematics",Get the repetitive work done by AI,4,4,4,4,4,4,4,36-45,Male,Master’s degree,United Arab Emirates
6/22/2025 15:13:31,Yes,IT / Tech,Devops Engineer,8–15 years,Microsoft Copilot,Yes,Microsoft Copilot,Daily,3,2,4,5,3,3,4,1,4,3,scipst,good,3,3,3,4,4,4,4,26-35,Male,Bachelor’s degree,United Arab Emirates
6/22/2025 20:56:18,Yes,IT / Tech,Senior data analyst ,8–15 years,"Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Claude (Anthropic), Microsoft Copilot",A few times a week,3,4,3,4,1,2,2,1,3,1,"Simple scripts, boilerplate generation, formatting email writing ",Neutral ,4,3,1,4,4,4,5,26-35,Male,Bachelor’s degree,United Arab Emirates
6/23/2025 8:01:17,Yes,IT / Tech,Software Engineer,8–15 years,Google Gemini (Formerly Bard),Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), GitHub Copilot",A few times a month,4,4,5,5,4,4,5,5,3,1,"generated evaluation reports from daily tasks
emails communications",I have reported that normally,1,1,1,3,5,5,5,26-35,Male,Bachelor’s degree,United Arab Emirates
6/22/2025 20:56:17,Yes,IT / Tech,Software engineer ,8–15 years,"ChatGPT (OpenAI), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Daily,5,5,5,5,5,5,4,5,5,5,"My answers are biased because I work with generative AI tools every day to build complex products. I focus on integrating different tools into my routine as smoothly and efficiently as possible. I’m an AI engineer, someone whose job is to figure out how to use AI to solve real problems and make the world better. And by the way, I wish you all the best.","Btw I just used it to phrase the answer above lol. It’s a tool while it’s my own responsibility to use it the best way possible. The comparison is between me and the AI, vs either me without AI or AI without me. I think both are less than our team. I love us!",4,4,4,5,5,5,5,26-35,Male,Master’s degree,United States
6/21/2025 15:04:38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2025 15:27:47,Yes,"Finance / Banking, Government / Public sector",Development Officer,1–3 years,None,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2025 10:21:18,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2025 10:46:59,Yes,Manufacturing,Senior Engineer,1–3 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard), Own AI bot",No,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2025 11:57:01,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2025 15:49:03,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2025 16:33:27,Yes,IT / Tech,software engg dev,Less than 1 year,ChatGPT (OpenAI),No,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2025 17:42:45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2025 21:40:38,Yes,IT / Tech,,Less than 1 year,"ChatGPT (OpenAI), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Daily,3,3,4,2,4,5,4,3,1,2,Coding,Pretty good,1,1,2,4,5,5,4,18-25,Male,Bachelor’s degree,India
6/24/2025 5:37:51,Yes,IT / Tech,,8–15 years,,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2025 15:21:30,Yes,IT / Tech,IP design engineer ,8–15 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard)",No,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2025 15:25:08,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2025 15:32:03,Yes,Healthcare,Internship physician,Less than 1 year,,Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Grok",A few times a week,3,3,2,4,4,3,3,4,2,3,It helps me diagnose the patient and choose the appropriate medication and dosage for him.,"I feel a bit of a contradiction, a positive feeling that I'm keeping up with modern technology and adept at using it as a reality and a necessity. Sometimes I feel like I'm training my mind to be dependent and lazy.",2,3,4,3,3,2,3,26-35,Male,Bachelor’s degree,Egypt
6/24/2025 15:57:52,Yes,IT / Tech,Marketing and automation specialist,1–3 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard)",Yes,ChatGPT (OpenAI),Daily,4,4,3,5,4,4,4,3,5,4,"Market Research, Client Communication and marketing ",I'm the founder of my company so I totally agree,4,3,5,5,5,5,4,26-35,Male,Bachelor’s degree,Oman
6/24/2025 16:09:53,Yes,"Finance / Banking, ",محاماه,4–7 years,ChatGPT (OpenAI),Yes,Google Gemini (formerly Bard),Daily,2,2,2,3,2,3,3,3,3,3,Yes ,Yes ,3,3,3,3,3,2,2,26-35,Male,Bachelor’s degree,Saudi Arabia
6/24/2025 17:23:17,Yes,Automotives,Parts advisor ,8–15 years,Google Gemini (Formerly Bard),Yes,Google Gemini (formerly Bard),A few times a month,3,4,5,5,3,5,5,5,3,2,Emails,I don't know ,2,1,1,1,2,3,3,26-35,Male,Bachelor’s degree,Saudi Arabia
6/24/2025 19:40:14,Yes,IT / Tech,CM Trainer ,1–3 years,"Google Gemini (Formerly Bard), Company private AI",Yes,"Google Gemini (formerly Bard), Company private AI",Daily,5,5,5,5,5,5,5,5,5,5,"Training outlines, Training materials ",It’s recommended ,5,5,,5,5,5,3,36-45,Male,Bachelor’s degree,Poland
6/24/2025 22:11:17,Yes,Healthcare,Stellvertretende Pflegedienst Leitung ,8–15 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),Daily,1,1,1,5,5,5,5,5,5,5,"Ich habe dass benutzt in meine facharbeit 
Ich habe benutzt in meine neue Projekt 
يساعدني في حياتي اليوميه العمليه وًالعلميه و المهنيه",احس بفخر لما استمعله ,5,5,5,5,5,5,5,26-35,Female,Bachelor’s degree,Germany
6/24/2025 23:16:44,Yes,Government / Public sector,Mechanical Engineer ,8–15 years,Microsoft Copilot,Yes,"ChatGPT (OpenAI), Microsoft Copilot",A few times a week,2,3,2,5,3,3,4,3,3,3,"Research, document preparations, benchmarking ",I feel not interested in showing that I used Gen AI ,3,1,2,3,3,1,5,26-35,Male,Master’s degree,Qatar
6/25/2025 0:09:44,Yes,IT / Tech,Test developer - production,8–15 years,"Google Gemini (Formerly Bard), Claude (Anthropic)",Yes,"Google Gemini (formerly Bard), Claude (Anthropic)",Daily,3,2,5,5,4,4,2,4,4,4,"- development,  clause is integrated into our repository so we can personalize it and help with coding and code reviews. 
- we have a lot of processes, and documentation that we need to go through. Gemini is very helpful when answer questions related to company documents or devices/tools user guide.",We are asked to use AI in our daily activities. Management pushing toward using AI to improve efficiency. ,1,4,2,4,5,5,5,36-45,Male,Master’s degree,Canada
6/25/2025 10:53:00,Yes,Consulting,BD,More than 15 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),A few times a week,3,3,3,2,4,3,3,4,3,2,"Marketing Research, Proposal related to spesific topic and revision of Financial plans","I did modification not copy and past, rephrasing or adding from my own knowledge ",1,1,2,3,1,1,3,46-55,Female,Master’s degree,United Arab Emirates
6/25/2025 19:50:43,Yes,IT / Tech,Developer,1–3 years,Microsoft Copilot,Yes,Microsoft Copilot,Daily,4,4,4,2,5,4,4,4,4,4,"Drafting emails, coding",Yes,3,4,4,5,5,4,5,26-35,Female,Bachelor’s degree,India
6/27/2025 19:20:50,Yes,Government / Public sector,Lab assistant,1–3 years,ChatGPT (OpenAI),No,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2025 19:24:38,Yes,Education / Academia,Student,1–3 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),A few times a week,4,2,5,5,4,5,5,4,2,1,coding and idea collection,"A bit shameful, but I still know that I use it only if I can't find an immediate answer per google and that I am able to question the AI's answers",3,4,1,3,4,2,4,18-25,Female,High school or equivalent,Germany
6/27/2025 19:26:36,Yes,Healthcare,Student assistant ,1–3 years,I don't know for sure,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2025 7:17:17,Yes,Education / Academia,SHK,Less than 1 year,,Yes,ChatGPT (OpenAI),A few times a week,4,4,5,5,4,4,3,3,2,1,"Translation, writing of abstracts for a study","Not so good. Since AI ist not necessary for my work, the thought of my supervisor finding out stresses me a bit",2,3,3,4,3,3,4,18-25,Female,Bachelor’s degree,Germany
6/30/2025 7:02:06,Yes,Oil and Gas,Section Head Production Operation,More than 15 years,,No,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2025 2:27:58,Yes,IT / Tech,Software Architect,8–15 years,Google Gemini (Formerly Bard),Yes,"Google Gemini (formerly Bard), DeepSeek",A few times a month,4,3,4,5,3,3,3,4,3,2,"Validation of texts that will be presented to users, structuring emails, summarizing conversations in meetings",neutral,2,3,3,4,4,5,4,26-35,Male,Bachelor’s degree,Brazil
